date,temperature_2m,precipitation,humidity_2m
2024-05-28,23.41,0.27,77.8
2024-05-29,23.25,1.19,79.75
2024-05-30,23.02,2.87,81.24
2024-05-31,23.15,0.82,80.83
2024-06-01,23.22,0.51,79.74
2024-06-02,23.42,2.38,77.05
2024-06-03,23.41,0.03,77.01
2024-06-04,23.05,0.32,76.8
2024-06-05,22.1,17.18,85.71
2024-06-06,21.06,6.62,89.03
2024-06-07,21.34,0.48,85.24
2024-06-08,22.05,0.17,75.17
2024-06-09,21.53,0.23,74.34
2024-06-10,21.31,2.55,78.26
2024-06-11,20.8,3.63,80.7
2024-06-12,20.33,4.15,80.82
2024-06-13,21.26,2.16,77.43
2024-06-14,21.77,3.37,74.73
2024-06-15,22.83,0.49,71.78
2024-06-16,22.03,1.97,81.18
2024-06-17,20.9,9.1,83.38
2024-06-18,21.95,0.69,78.34
2024-06-19,21.68,0.14,77.37
2024-06-20,22.33,3.77,75.88
2024-06-21,22.26,1.27,75.31
2024-06-22,21.76,2.72,75.74
2024-06-23,21.99,1.79,73.95
2024-06-24,21.37,0.29,73.67
2024-06-25,20.54,0.01,71.77
2024-06-26,20.55,0.01,70.78
2024-06-27,21.01,0.1,74.43
2024-06-28,21.03,0.72,76.5
2024-06-29,21.47,0.44,75.18
2024-06-30,22.09,0.04,71.97
2024-07-01,22.19,0.03,71.14
2024-07-02,22.1,0.03,70.38
2024-07-03,22.21,0.01,69.61
2024-07-04,22.87,0.02,70.88
2024-07-05,23.03,0.48,74.45
2024-07-06,21.49,1.28,80.55
2024-07-07,21.12,20.34,82.81
2024-07-08,21.38,0.37,79.84
2024-07-09,22.23,1.89,77.17
2024-07-10,21.96,3.19,79.72
2024-07-11,21.28,1.24,79.9
2024-07-12,22.12,3.99,75.72
2024-07-13,22.38,0.17,72.59
2024-07-14,22.55,0.65,72.83
2024-07-15,22.66,0.0,67.99
2024-07-16,22.59,0.15,72.19
2024-07-17,22.27,0.86,77.05
2024-07-18,22.24,0.39,75.77
2024-07-19,23.18,0.23,69.93
2024-07-20,21.88,0.7,78.09
2024-07-21,22.21,1.31,78.7
2024-07-22,21.45,17.91,82.69
2024-07-23,21.34,1.83,80.59
2024-07-24,22.39,1.38,65.71
2024-07-25,22.66,0.19,67.74
2024-07-26,22.5,0.43,71.62
2024-07-27,22.55,0.72,72.4
2024-07-28,22.73,0.21,71.19
2024-07-29,22.14,9.51,77.92
2024-07-30,22.15,5.15,79.03
2024-07-31,21.66,4.58,79.67
2024-08-01,21.56,0.26,79.74
2024-08-02,22.01,1.66,75.87
2024-08-03,22.71,0.31,73.01
2024-08-04,23.16,1.74,69.52
2024-08-05,22.98,0.03,62.67
2024-08-06,22.19,0.26,68.22
2024-08-07,22.76,0.02,70.35
2024-08-08,23.29,0.5,68.92
2024-08-09,23.41,1.43,68.6
2024-08-10,23.78,1.82,69.27
2024-08-11,23.95,1.31,66.8
2024-08-12,23.38,2.2,70.03
2024-08-13,23.09,2.3,71.47
2024-08-14,23.69,1.5,71.16
2024-08-15,22.35,2.42,75.68
2024-08-16,22.7,6.61,72.13
2024-08-17,22.46,18.62,75.47
2024-08-18,21.96,2.19,77.69
2024-08-19,22.54,0.81,73.28
2024-08-20,22.3,0.51,70.99
2024-08-21,21.63,0.21,72.54
2024-08-22,20.99,0.99,79.01
2024-08-23,22.46,0.31,71.61
2024-08-24,22.92,1.11,68.16
2024-08-25,22.65,0.79,69.92
2024-08-26,23.16,3.32,71.64
2024-08-27,23.45,3.5,71.54
2024-08-28,23.56,0.76,70.11
2024-08-29,24.22,1.43,69.13
2024-08-30,24.6,0.83,65.78
2024-08-31,23.3,3.44,67.75
2024-09-01,21.72,2.2,75.7
2024-09-02,21.62,3.36,75.46
2024-09-03,22.49,0.73,72.92
2024-09-04,22.39,6.64,75.48
2024-09-05,22.97,2.19,74.07
2024-09-06,23.08,3.92,69.84
2024-09-07,23.57,1.42,68.03
2024-09-08,24.05,1.57,66.27
2024-09-09,24.59,4.4,66.34
2024-09-10,23.93,4.74,70.95
2024-09-11,24.35,2.3,67.94
2024-09-12,23.83,2.07,68.95
2024-09-13,24.95,0.41,60.77
2024-09-14,24.06,2.25,67.32
2024-09-15,24.18,0.72,62.07
2024-09-16,23.83,2.45,70.81
2024-09-17,23.34,4.83,76.74
2024-09-18,23.57,3.57,73.7
2024-09-19,24.06,4.26,74.03
2024-09-20,21.66,5.02,84.55
2024-09-21,23.12,7.47,73.33
2024-09-22,22.13,60.91,83.86
2024-09-23,21.59,12.48,83.44
2024-09-24,22.26,1.51,74.27
2024-09-25,22.73,0.91,74.08
2024-09-26,23.02,1.72,73.99
2024-09-27,23.61,1.22,71.09
2024-09-28,23.52,0.34,76.48
2024-09-29,22.23,0.88,80.9
2024-09-30,22.4,0.27,77.74
2024-10-01,23.01,2.38,78.24
2024-10-02,21.4,3.61,89.25
2024-10-03,22.58,9.83,77.7
2024-10-04,23.3,1.08,69.1
2024-10-05,22.81,1.41,73.46
2024-10-06,22.25,20.07,78.76
2024-10-07,22.28,5.27,79.64
2024-10-08,22.0,10.31,80.68
2024-10-09,21.54,6.2,82.11
2024-10-10,21.68,5.97,81.13
2024-10-11,21.65,5.14,82.61
2024-10-12,21.09,3.25,83.18
2024-10-13,22.49,1.15,73.97
2024-10-14,21.06,23.46,86.72
2024-10-15,22.9,6.85,77.63
2024-10-16,20.46,6.54,90.94
2024-10-17,22.11,2.39,82.58
2024-10-18,22.02,18.12,82.68
2024-10-19,22.58,2.85,78.92
2024-10-20,23.18,2.2,76.29
2024-10-21,22.46,9.2,82.33
2024-10-22,21.56,4.5,85.56
2024-10-23,22.65,1.44,78.92
2024-10-24,23.67,1.15,76.34
2024-10-25,23.47,1.67,77.43
2024-10-26,24.03,0.45,73.83
2024-10-27,21.45,14.5,87.66
2024-10-28,21.9,4.13,86.14
2024-10-29,22.87,1.19,79.62
2024-10-30,23.36,0.76,76.91
2024-10-31,23.71,0.16,74.65
2024-11-01,21.49,2.03,86.05
2024-11-02,20.88,2.56,87.69
2024-11-03,22.88,1.11,77.57
2024-11-04,21.35,2.86,85.23
2024-11-05,20.11,2.3,92.47
2024-11-06,21.24,1.38,87.8
2024-11-07,22.92,3.25,78.81
2024-11-08,22.65,17.65,80.11
2024-11-09,23.54,0.33,71.03
2024-11-10,23.16,1.21,74.7
2024-11-11,22.48,15.54,80.91
2024-11-12,22.51,0.43,80.53
2024-11-13,22.62,0.46,79.96
2024-11-14,21.71,2.06,86.26
2024-11-15,21.18,6.06,88.34
2024-11-16,20.57,7.55,89.76
2024-11-17,22.43,1.2,78.24
2024-11-18,22.35,1.28,77.84
2024-11-19,23.15,2.07,76.44
2024-11-20,22.49,6.82,84.06
2024-11-21,21.34,21.39,87.79
2024-11-22,22.67,7.46,79.2
2024-11-23,21.1,4.43,89.67
2024-11-24,20.58,53.16,89.82
2024-11-25,21.11,0.92,86.81
2024-11-26,22.1,2.8,81.65
2024-11-27,19.86,7.16,90.3
2024-11-28,19.78,2.07,86.4
2024-11-29,20.51,0.9,83.43
2024-11-30,21.25,0.14,82.46
2024-12-01,21.53,0.29,81.86
2024-12-02,22.55,0.4,75.11
2024-12-03,22.37,0.17,71.16
2024-12-04,22.15,0.16,69.59
2024-12-05,21.55,0.25,72.36
2024-12-06,23.02,16.49,68.74
2024-12-07,21.71,0.07,69.13
2024-12-08,21.27,0.01,70.3
2024-12-09,22.67,0.04,70.01
2024-12-10,23.23,0.41,70.85
2024-12-11,23.08,0.14,72.71
2024-12-12,23.53,0.35,70.25
2024-12-13,23.66,0.81,69.82
2024-12-14,23.84,0.38,70.33
2024-12-15,23.89,3.26,72.87
2024-12-16,22.93,10.58,78.24
2024-12-17,23.55,0.35,70.71
2024-12-18,24.28,0.4,66.59
2024-12-19,23.67,0.63,72.05
2024-12-20,22.56,12.01,76.42
2024-12-21,22.2,3.61,80.25
2024-12-22,21.58,19.84,85.66
2024-12-23,21.59,9.91,84.76
2024-12-24,21.97,1.34,83.5
2024-12-25,22.41,3.77,82.24
2024-12-26,21.88,4.39,83.77
2024-12-27,22.94,2.8,75.44
2024-12-28,22.96,1.96,72.59
2024-12-29,22.83,0.06,64.23
2024-12-30,22.86,0.32,63.13
2024-12-31,23.03,0.48,66.81
2025-01-01,23.23,0.41,69.0
2025-01-02,22.6,0.11,67.9
2025-01-03,23.42,0.08,64.91
2025-01-04,23.92,0.67,65.83
2025-01-05,23.81,0.07,65.53
2025-01-06,23.07,0.0,63.08
2025-01-07,24.39,0.05,61.11
2025-01-08,24.14,0.2,61.26
2025-01-09,24.41,0.48,64.13
2025-01-10,23.62,2.16,72.75
2025-01-11,21.29,19.36,84.52
2025-01-12,23.37,0.39,69.72
2025-01-13,23.97,0.41,67.22
2025-01-14,23.52,0.11,67.13
2025-01-15,22.6,0.0,65.73
2025-01-16,23.17,0.01,64.62
2025-01-17,23.47,0.0,62.76
2025-01-18,24.06,0.06,63.03
2025-01-19,24.75,0.06,62.4
2025-01-20,24.55,0.02,61.94
2025-01-21,24.9,0.25,61.61
2025-01-22,24.65,6.01,66.52
2025-01-23,24.0,7.85,68.8
2025-01-24,23.95,5.49,68.95
2025-01-25,22.94,14.73,70.96
2025-01-26,23.25,1.07,69.39
2025-01-27,23.96,0.16,64.74
2025-01-28,22.83,0.01,66.98
2025-01-29,23.21,0.36,68.52
2025-01-30,23.2,0.14,68.46
2025-01-31,23.98,0.5,67.86
2025-02-01,24.11,0.45,67.35
2025-02-02,24.25,0.34,68.19
2025-02-03,25.25,0.02,61.95
2025-02-04,25.74,0.01,58.75
2025-02-05,24.8,0.01,55.96
2025-02-06,25.09,0.0,54.93
2025-02-07,24.78,2.43,67.71
2025-02-08,24.55,1.27,70.66
2025-02-09,24.56,1.79,68.94
2025-02-10,25.86,0.39,62.98
2025-02-11,26.0,0.21,60.86
2025-02-12,25.68,0.0,55.83
2025-02-13,26.77,5.95,58.22
2025-02-14,25.74,4.22,59.88
2025-02-15,24.96,46.39,67.81
2025-02-16,25.04,34.17,68.96
2025-02-17,24.32,30.77,71.28
2025-02-18,23.71,1.79,61.57
2025-02-19,23.45,0.12,59.8
2025-02-20,23.88,0.0,54.93
2025-02-21,24.68,0.0,58.01
2025-02-22,24.48,0.0,56.03
2025-02-23,23.1,0.0,59.18
2025-02-24,24.27,0.0,58.82
2025-02-25,25.26,0.1,56.45
2025-02-26,24.86,0.0,53.65
2025-02-27,25.07,0.0,47.45
2025-02-28,25.0,0.0,52.9
2025-03-01,25.88,0.04,55.48
2025-03-02,26.86,0.01,57.0
2025-03-03,26.83,0.11,60.24
2025-03-04,25.96,0.14,61.69
2025-03-05,26.62,0.17,59.52
2025-03-06,27.26,0.29,58.86
2025-03-07,27.65,0.05,57.67
2025-03-08,25.41,0.68,67.09
2025-03-09,25.31,2.26,63.25
2025-03-10,21.05,16.03,86.58
2025-03-11,23.76,2.01,71.89
2025-03-12,23.21,3.49,78.38
2025-03-13,22.87,1.16,79.32
2025-03-14,24.46,0.79,72.76
2025-03-15,24.44,0.45,70.15
2025-03-16,23.14,0.82,75.87
2025-03-17,22.63,1.52,77.9
2025-03-18,22.44,5.19,78.6
2025-03-19,22.52,7.71,82.04
2025-03-20,20.99,19.71,87.18
2025-03-21,22.25,0.8,79.79
2025-03-22,23.17,6.59,78.71
2025-03-23,23.52,38.94,79.67
2025-03-24,21.84,46.27,85.62
2025-03-25,23.53,2.46,76.62
2025-03-26,23.28,23.32,79.93
2025-03-27,23.32,0.59,75.38
2025-03-28,21.09,15.18,90.57
2025-03-29,21.74,5.28,84.72
2025-03-30,22.71,0.64,80.06
2025-03-31,23.16,1.45,80.46
2025-04-01,22.52,0.99,83.24
2025-04-02,22.14,0.92,81.4
2025-04-03,22.95,0.36,79.84
2025-04-04,22.86,2.29,82.96
2025-04-05,22.04,3.28,86.35
2025-04-06,21.24,1.63,88.27
2025-04-07,21.58,7.92,82.06
2025-04-08,22.61,7.76,80.46
2025-04-09,22.99,0.18,77.81
2025-04-10,23.54,3.69,76.09
2025-04-11,23.04,1.14,80.36
2025-04-12,23.26,1.15,77.39
2025-04-13,22.14,4.8,82.4
2025-04-14,22.2,0.54,79.43
2025-04-15,21.71,1.62,82.62
2025-04-16,22.01,28.5,77.99
2025-04-17,22.48,0.3,73.12
2025-04-18,23.07,4.07,75.54
2025-04-19,22.94,1.69,76.6
2025-04-20,21.72,1.16,80.87
2025-04-21,22.81,0.6,77.88
2025-04-22,22.74,1.87,81.47
2025-04-23,21.92,12.05,83.32
2025-04-24,22.63,1.9,79.3
2025-04-25,22.49,10.51,82.53
2025-04-26,22.9,0.48,79.04
2025-04-27,23.23,0.27,78.61
2025-04-28,23.25,6.46,77.78
2025-04-29,23.6,6.18,77.49
2025-04-30,23.02,1.14,78.98
2025-05-01,23.15,4.58,78.72
2025-05-02,21.25,33.04,88.88
2025-05-03,21.57,2.38,88.63
2025-05-04,20.78,13.09,91.94
2025-05-05,21.38,1.7,80.88
2025-05-06,22.09,1.81,80.24
2025-05-07,20.22,26.51,90.24
2025-05-08,21.03,3.06,82.77
2025-05-09,20.66,0.68,86.11
2025-05-10,22.11,0.9,81.28
2025-05-11,22.51,1.83,82.2
2025-05-12,21.99,1.47,83.88
2025-05-13,21.82,0.77,81.45
2025-05-14,20.98,2.24,82.27
2025-05-15,21.57,31.43,84.23
2025-05-16,22.02,3.07,82.74
2025-05-17,21.7,0.71,82.87
2025-05-18,22.7,0.34,78.92
2025-05-19,21.65,2.75,85.35
2025-05-20,21.87,8.81,85.12
2025-05-21,21.24,6.28,88.33
2025-05-22,21.49,2.24,87.23
2025-05-23,21.13,3.65,87.99
2025-05-24,21.18,1.66,83.62
2025-05-25,22.33,1.62,79.29
2025-05-26,21.66,0.99,83.24
2025-05-27,20.86,0.65,84.2
2025-05-28,21.54,1.04,80.19
2025-05-29,21.98,3.29,80.82
2025-05-30,21.27,1.75,83.77
2025-05-31,21.61,0.82,77.25
2025-06-01,21.31,1.63,77.1
2025-06-02,20.89,0.99,80.15
2025-06-03,21.89,1.27,78.06
2025-06-04,21.71,2.22,81.55
2025-06-05,21.78,4.73,79.12
2025-06-06,21.38,15.27,81.47
2025-06-07,21.77,1.55,77.74
2025-06-08,21.41,10.08,81.5
2025-06-09,22.44,1.05,74.47
2025-06-10,22.38,0.44,76.99
2025-06-11,21.11,0.61,75.27
2025-06-12,21.11,2.21,82.36
2025-06-13,21.04,0.55,79.69
2025-06-14,21.58,0.04,76.05
2025-06-15,21.52,0.07,74.51
2025-06-16,21.09,0.0,72.06
2025-06-17,21.67,0.6,74.18
2025-06-18,21.48,1.3,76.25
2025-06-19,20.87,4.17,80.46
2025-06-20,20.77,1.85,74.29
2025-06-21,22.88,1.27,71.1
2025-06-22,22.75,1.66,72.55
2025-06-23,22.38,5.01,76.14
2025-06-24,22.29,6.06,78.44
2025-06-25,22.61,0.46,73.38
2025-06-26,22.32,0.5,73.54
2025-06-27,23.32,0.49,71.12
2025-06-28,23.14,0.64,71.67
2025-06-29,20.88,1.82,81.82
2025-06-30,21.54,1.71,76.14
2025-07-01,21.68,1.09,72.3
2025-07-02,21.7,0.24,73.43
2025-07-03,21.48,2.14,77.48
2025-07-04,22.22,1.11,74.34
2025-07-05,22.51,3.03,72.3
2025-07-06,22.39,3.41,75.98
2025-07-07,22.52,3.75,74.26
2025-07-08,21.87,24.9,78.62
2025-07-09,20.63,2.6,79.08
2025-07-10,19.93,0.66,76.44
2025-07-11,20.61,0.59,74.86
2025-07-12,21.13,0.64,76.44
2025-07-13,22.03,0.23,72.93
2025-07-14,21.75,0.99,77.22
2025-07-15,21.78,0.62,74.69
2025-07-16,21.96,0.41,70.71
2025-07-17,22.42,0.22,70.06
2025-07-18,23.3,0.17,67.5
2025-07-19,22.7,0.6,71.7
2025-07-20,22.69,0.25,70.89
2025-07-21,22.55,0.41,67.54
2025-07-22,22.47,0.15,68.57
2025-07-23,22.52,1.85,72.22
2025-07-24,22.63,1.43,70.12
2025-07-25,23.02,0.99,67.54
2025-07-26,22.88,0.57,66.14
2025-07-27,22.98,0.28,67.42
2025-07-28,22.5,0.11,66.71
2025-07-29,21.74,0.03,65.76
2025-07-30,21.39,0.04,65.97
2025-07-31,21.94,0.09,66.5
2025-08-01,22.33,0.07,65.91
2025-08-02,22.55,0.09,65.17
2025-08-03,21.76,0.12,67.66
2025-08-04,21.8,0.01,62.48
2025-08-05,22.22,0.02,60.92
2025-08-06,23.23,0.02,61.48
2025-08-07,23.5,0.17,64.95
2025-08-08,23.29,2.57,68.04
2025-08-09,22.51,2.24,74.13
2025-08-10,23.44,2.5,70.49
2025-08-11,21.66,36.16,79.96
2025-08-12,22.09,2.37,75.32
2025-08-13,21.92,1.54,77.82
2025-08-14,23.08,0.3,70.28
2025-08-15,23.16,1.2,71.09
2025-08-16,20.99,6.61,81.12
2025-08-17,21.6,2.65,76.03
2025-08-18,20.4,3.34,85.15
2025-08-19,20.55,5.73,83.72
2025-08-20,21.31,0.46,74.5
2025-08-21,21.25,0.1,70.08
2025-08-22,21.08,0.09,69.41
2025-08-23,22.03,0.06,67.3
2025-08-24,22.3,1.21,68.58
2025-08-25,21.09,3.93,78.89
2025-08-26,22.09,1.46,72.96
2025-08-27,22.25,0.96,70.76
2025-08-28,22.65,0.64,68.34
2025-08-29,23.48,0.92,65.16
2025-08-30,22.91,0.52,61.1
2025-08-31,21.64,2.99,67.55
2025-09-01,22.35,0.2,68.26
2025-09-02,23.15,0.02,62.87
2025-09-03,23.82,0.3,62.86
2025-09-04,23.85,0.39,62.31
2025-09-05,23.71,0.84,64.07
2025-09-06,24.56,0.81,61.04
2025-09-07,23.65,1.3,67.08
2025-09-08,23.11,1.61,68.67
2025-09-09,23.98,1.1,65.28
2025-09-10,24.84,0.92,59.65
2025-09-11,22.84,14.9,73.22
2025-09-12,23.02,2.91,69.84
2025-09-13,22.94,0.26,69.86
2025-09-14,24.12,0.42,66.37
2025-09-15,23.11,0.83,70.09
2025-09-16,24.68,0.2,60.14
2025-09-17,24.27,0.35,66.67
2025-09-18,23.4,11.06,72.29
2025-09-19,23.94,3.87,67.51
2025-09-20,23.8,0.44,64.27
2025-09-21,23.51,0.44,60.85
2025-09-22,23.81,2.37,64.2
2025-09-23,23.98,1.75,66.21
2025-09-24,24.19,3.53,67.27
2025-09-25,23.52,4.43,70.43
2025-09-26,24.29,1.03,62.07
2025-09-27,24.07,1.6,66.56
2025-09-28,24.07,1.0,67.75
2025-09-29,24.8,0.36,65.72
2025-09-30,23.27,2.34,74.86
2025-10-01,23.31,2.14,72.78
2025-10-02,24.18,0.2,67.61
2025-10-03,22.4,3.2,76.63
2025-10-04,23.33,1.08,73.54
2025-10-05,21.17,10.5,79.31
2025-10-06,21.5,30.99,79.23
2025-10-07,20.73,17.1,83.99
2025-10-08,22.32,8.5,77.82
2025-10-09,21.6,6.1,81.41
2025-10-10,21.93,1.1,76.08
2025-10-11,23.17,0.52,66.31
2025-10-12,23.42,3.85,66.54
2025-10-13,23.28,6.18,72.31
2025-10-14,23.0,1.48,73.64
2025-10-15,22.49,2.08,76.87
2025-10-16,22.85,0.46,73.65
2025-10-17,21.63,1.89,77.69
2025-10-18,21.98,3.48,77.83
2025-10-19,22.26,1.78,73.16
2025-10-20,22.84,0.56,70.66
2025-10-21,22.69,1.41,71.77
2025-10-22,21.8,3.5,75.05
2025-10-23,22.14,0.52,73.92
2025-10-24,23.51,0.48,68.33
2025-10-25,24.55,0.57,66.9
2025-10-26,23.08,0.53,74.09
2025-10-27,23.91,0.29,70.73
2025-10-28,23.83,3.32,74.76
2025-10-29,22.22,5.06,82.01
2025-10-30,22.09,4.64,78.23
2025-10-31,22.42,10.94,77.02
2025-11-01,20.93,10.85,84.3
2025-11-02,21.47,6.49,78.89
2025-11-03,22.0,1.57,77.89
2025-11-04,23.09,0.41,72.56
2025-11-05,23.67,3.99,70.01
2025-11-06,23.97,0.37,67.41
2025-11-07,22.92,2.78,75.75
2025-11-08,21.09,10.92,88.37
2025-11-09,21.06,32.97,80.24
2025-11-10,20.92,3.18,82.02
2025-11-11,22.4,3.94,78.01
2025-11-12,22.63,0.72,75.59
2025-11-13,23.28,0.5,71.29
2025-11-14,21.87,4.03,77.94
2025-11-15,21.79,7.54,78.69
2025-11-16,21.41,4.24,82.15
2025-11-17,22.38,22.41,78.24
2025-11-18,22.7,8.45,73.58
2025-11-19,22.69,7.62,72.18
2025-11-20,23.34,6.17,70.86
2025-11-21,22.9,2.18,74.3
2025-11-22,22.92,0.44,68.61
2025-11-23,22.92,0.0,66.8
2025-11-24,23.31,0.57,66.32
2025-11-25,23.52,2.18,69.02
2025-11-26,23.52,0.29,67.68
2025-11-27,23.77,0.79,69.1
2025-11-28,24.22,1.05,67.48
2025-11-29,24.21,0.56,66.79
2025-11-30,24.13,1.42,67.88
2025-12-01,24.28,0.04,64.35
2025-12-02,24.05,0.01,61.09
2025-12-03,24.03,0.01,61.61
2025-12-04,24.03,0.26,63.36
2025-12-05,24.51,0.67,61.98
2025-12-06,24.19,0.1,61.32
2025-12-07,24.38,0.42,62.44
2025-12-08,24.47,0.33,60.95
2025-12-09,25.25,0.68,57.9
2025-12-10,24.5,1.34,65.95
2025-12-11,24.38,0.43,64.03
2025-12-12,24.65,1.71,65.68
2025-12-13,24.09,3.89,70.45
2025-12-14,23.2,17.95,74.01
2025-12-15,23.29,3.6,72.23
2025-12-16,23.22,0.76,72.81
2025-12-17,22.75,6.73,76.86
2025-12-18,21.67,3.02,82.13
2025-12-19,22.58,2.23,77.56
2025-12-20,22.82,2.73,75.8
2025-12-21,21.6,2.47,80.28
2025-12-22,22.54,1.55,75.97
2025-12-23,22.75,0.77,74.06
2025-12-24,23.39,0.61,71.71
2025-12-25,24.49,0.18,64.24
2025-12-26,24.5,0.18,67.91
2025-12-27,25.17,0.3,63.92
2025-12-28,21.72,3.81,78.58
2025-12-29,21.36,2.64,78.01
2025-12-30,22.14,0.65,71.64
2025-12-31,22.87,2.91,71.19
2026-01-01,21.74,0.81,78.28
2026-01-02,22.8,1.29,74.0
2026-01-03,23.04,0.62,70.69
2026-01-04,23.75,0.53,62.32
2026-01-05,23.31,0.22,63.06
2026-01-06,23.25,0.42,66.21
2026-01-07,24.06,0.3,62.22
2026-01-08,23.37,0.0,55.53
2026-01-09,22.98,0.01,54.98
2026-01-10,23.06,2.48,66.52
2026-01-11,22.54,2.15,74.07
2026-01-12,23.05,2.46,72.03
2026-01-13,23.67,0.64,65.99
2026-01-14,23.27,0.0,53.59
2026-01-15,22.71,0.0,47.21
2026-01-16,23.36,0.0,46.13
2026-01-17,23.67,0.09,49.95
2026-01-18,24.01,2.88,64.01
2026-01-19,23.46,3.36,70.48
2026-01-20,24.07,1.53,64.28
2026-01-21,23.83,0.05,58.2
2026-01-22,24.17,0.06,57.31
2026-01-23,24.14,0.0,49.58
2026-01-24,24.47,0.0,49.9
2026-01-25,-999.0,-999.0,-999.0
2026-01-26,-999.0,-999.0,-999.0
2026-01-27,-999.0,-999.0,-999.0
